,expr_id,translation_id,dataset_id,object_id,language,text,score,object_id_old,image_id,x,y,w,h,x_480,y_480,w_480,h_480,x_224,y_224,w_224,h_224,split,height,width,image_path,name,threshold,x_256,y_256,w_256,h_256
0,5391001,539101,6,231523,cn,汽车旁边的大黑色物品,0.7790893316268921,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.7700323820114136,0.16796875,0.74778,0.27518,0.25222
1,5391001,539101,6,231523,de,großes dunkles Objekt neben dem Auto,0.842340350151062,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.7988552212715149,0.16796875,0.74778,0.27518,0.25222
2,5391001,539101,6,231523,du,groot donker voorwerp naast auto,0.8724794983863831,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
3,5391001,539101,6,231523,en,large dark item next to car,100.0,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
4,5391001,539101,6,231523,es,Artículo oscuro grande junto al coche,0.8177508115768433,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
5,5391001,539101,6,231523,fr,Objet sombre volumineux à côté de la voiture,0.8492066860198975,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
6,5391001,539101,6,231523,it,Oggetto scuro grande accanto alla macchina,0.8651989698410034,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
7,5391001,539101,6,231523,ko,차 옆에 있는 크고 어두운 물건,0.8682287931442261,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
8,5391001,539101,6,231523,pt,um grande objeto escuro ao lado do carro,0.8513590097427368,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.7889952659606934,0.16796875,0.74778,0.27518,0.25222
9,5391001,539101,6,231523,ru,Большой тёмный объект рядом с машиной,0.8530664443969727,49829,581563,0.0,373.89,137.59,126.11,0.1666666666666666,0.74778,0.27518,0.25222,0.1651785714285714,0.74778,0.27518,0.25222,test,500.0,333.0,coco_images/000000581563.jpg,refcoco+,0.8,0.16796875,0.74778,0.27518,0.25222
10,4068601,406861,6,184963,cn,黑色车,0.806766152381897,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.7700323820114136,0.25328125,0.523796875,0.449640625,0.378421875
11,4068601,406861,6,184963,de,schwarze Limousine,0.8518737554550171,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.7988552212715149,0.25328125,0.523796875,0.449640625,0.378421875
12,4068601,406861,6,184963,du,zwart auto,0.849489688873291,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
13,4068601,406861,6,184963,en,black car,100.0,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
14,4068601,406861,6,184963,es,coche negro,0.866901159286499,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
15,4068601,406861,6,184963,fr,voiture noire,0.8545706272125244,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
16,4068601,406861,6,184963,it,macchina nera,0.8742966651916504,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
17,4068601,406861,6,184963,ko,블랙 카,0.8561902642250061,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
18,4068601,406861,6,184963,pt,car preto,0.8650965690612793,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.7889952659606934,0.25328125,0.523796875,0.449640625,0.378421875
19,4068601,406861,6,184963,ru,черный автомобиль,0.8640037775039673,3269,38558,54.6,335.23,287.77,242.19,0.2519791666666667,0.523796875,0.4496406249999999,0.3784218749999999,0.2504910714285714,0.523796875,0.4496406249999999,0.3784218749999999,test,640.0,427.0,coco_images/000000038558.jpg,refcoco+,0.8,0.25328125,0.523796875,0.449640625,0.378421875
20,5390943,539097,6,231521,cn,巧克力粉粒,0.8507963418960571,49827,581518,94.47,153.47,234.12,112.27,0.1543627450980392,0.2507679738562091,0.3825490196078431,0.1834477124183006,0.1543627450980392,0.2507679738562091,0.3825490196078431,0.1834477124183006,test,612.0,612.0,coco_images/000000581518.jpg,refcoco+,0.7700323820114136,0.1543627450980392,0.2507679738562091,0.3825490196078431,0.1834477124183006
